match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1473440,2,Chennai Super Kings,Mumbai Indians,4,5,RD Gaikwad,PVSN Raju,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,4,6,R Ravindra,PVSN Raju,RD Gaikwad,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,4,7,RD Gaikwad,PVSN Raju,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,1,RD Gaikwad,MJ Santner,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,2,RD Gaikwad,MJ Santner,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,3,RD Gaikwad,MJ Santner,R Ravindra,6,0,6,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,4,RD Gaikwad,MJ Santner,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,5,RD Gaikwad,MJ Santner,R Ravindra,4,0,4,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,5,6,RD Gaikwad,MJ Santner,R Ravindra,4,0,4,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,1,R Ravindra,WG Jacks,RD Gaikwad,2,0,2,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,2,R Ravindra,WG Jacks,RD Gaikwad,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,3,RD Gaikwad,WG Jacks,R Ravindra,6,0,6,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,4,RD Gaikwad,WG Jacks,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,5,R Ravindra,WG Jacks,RD Gaikwad,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,6,6,RD Gaikwad,WG Jacks,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,7,1,RD Gaikwad,V Puthur,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,7,2,R Ravindra,V Puthur,RD Gaikwad,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,7,3,RD Gaikwad,V Puthur,R Ravindra,2,0,2,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,7,4,RD Gaikwad,V Puthur,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,7,5,RD Gaikwad,V Puthur,R Ravindra,0,0,0,,1,RD Gaikwad,caught,WG Jacks
1473440,2,Chennai Super Kings,Mumbai Indians,7,6,S Dube,V Puthur,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,1,S Dube,WG Jacks,R Ravindra,0,3,3,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,2,S Dube,WG Jacks,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,3,S Dube,WG Jacks,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,4,R Ravindra,WG Jacks,S Dube,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,5,S Dube,WG Jacks,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,6,R Ravindra,WG Jacks,S Dube,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,8,7,S Dube,WG Jacks,R Ravindra,6,0,6,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,9,1,R Ravindra,V Puthur,S Dube,2,0,2,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,9,2,R Ravindra,V Puthur,S Dube,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,9,3,S Dube,V Puthur,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,9,4,S Dube,V Puthur,R Ravindra,0,0,0,,1,S Dube,caught,Tilak Varma
1473440,2,Chennai Super Kings,Mumbai Indians,9,5,DJ Hooda,V Puthur,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,9,6,R Ravindra,V Puthur,DJ Hooda,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,1,DJ Hooda,MJ Santner,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,2,R Ravindra,MJ Santner,DJ Hooda,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,3,R Ravindra,MJ Santner,DJ Hooda,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,4,DJ Hooda,MJ Santner,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,5,R Ravindra,MJ Santner,DJ Hooda,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,10,6,R Ravindra,MJ Santner,DJ Hooda,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,11,1,R Ravindra,V Puthur,DJ Hooda,6,0,6,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,11,2,R Ravindra,V Puthur,DJ Hooda,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,11,3,DJ Hooda,V Puthur,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,11,4,DJ Hooda,V Puthur,R Ravindra,0,0,0,,1,DJ Hooda,caught,PVSN Raju
1473440,2,Chennai Super Kings,Mumbai Indians,11,5,SM Curran,V Puthur,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,11,6,R Ravindra,V Puthur,SM Curran,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,1,SM Curran,WG Jacks,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,2,SM Curran,WG Jacks,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,3,SM Curran,WG Jacks,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,4,R Ravindra,WG Jacks,SM Curran,2,0,2,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,5,R Ravindra,WG Jacks,SM Curran,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,12,6,R Ravindra,WG Jacks,SM Curran,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,1,R Ravindra,Naman Dhir,SM Curran,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,2,SM Curran,Naman Dhir,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,3,SM Curran,Naman Dhir,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,4,R Ravindra,Naman Dhir,SM Curran,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,5,SM Curran,Naman Dhir,R Ravindra,0,0,0,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,13,6,SM Curran,Naman Dhir,R Ravindra,1,0,1,,0,,,
1473440,2,Chennai Super Kings,Mumbai Indians,14,1,SM Curran,WG Jacks,R Ravindra,0,0,0,,1,SM Curran,bowled,
